User_ID,Age,Gender,Dietary_Preferences,Allergies
2539,Child,Female,Keto,"Soy, Dairy, Nuts"
2540,Senior,Other,Gluten-Free,Nuts
2541,Adult,Male,Gluten-Free,Eggs
2542,Child,Female,Keto,"Dairy, Nuts"
2543,Senior,Other,Dairy-Free,
2544,Child,Other,Non-Vegetarian,
2545,Teen,Male,Gluten-Free,
2546,Child,Male,Vegan,"Shellfish, Gluten"
2547,Teen,Other,Paleo,Nuts
2548,Teen,Male,Non-Vegetarian,"Eggs, None"
2549,Child,Male,Vegan,Dairy
2550,Child,Female,Vegan,"None, Soy, Dairy"
2551,Child,Other,Vegan,Eggs
2552,Child,Other,Gluten-Free,
2553,Adult,Other,Vegetarian,"Eggs, Gluten"
2554,Teen,Female,Paleo,Soy
2555,Teen,Other,Dairy-Free,
2556,Senior,Female,Vegetarian,"Soy, Shellfish"
2557,Child,Other,Paleo,
2558,Adult,Female,Dairy-Free,Nuts
2559,Child,Male,Dairy-Free,"Soy, Nuts, Eggs"
2560,Child,Male,Keto,Gluten
2561,Adult,Female,Non-Vegetarian,Shellfish
2562,Teen,Male,Keto,"None, Shellfish, Dairy"
2563,Teen,Male,Keto,"Gluten, Soy, Dairy"
2564,Child,Male,Dairy-Free,"Shellfish, None"
2565,Senior,Other,Non-Vegetarian,"Eggs, Nuts, None"
2566,Teen,Male,Dairy-Free,None
2567,Adult,Male,Non-Vegetarian,
2568,Senior,Other,Vegetarian,"Eggs, None, Soy"
2569,Child,Other,Non-Vegetarian,"Eggs, Shellfish"
2570,Adult,Male,Gluten-Free,"Gluten, Shellfish"
2571,Adult,Female,Vegan,"None, Gluten, Eggs"
2572,Child,Female,Gluten-Free,None
2573,Child,Other,Keto,
2574,Adult,Female,Paleo,"Soy, Shellfish, Nuts"
2575,Adult,Other,Dairy-Free,"Shellfish, None"
2576,Teen,Female,Vegetarian,"Nuts, Shellfish, Eggs"
2577,Child,Female,Vegetarian,
2578,Teen,Female,Dairy-Free,"Shellfish, Soy, None"
2579,Adult,Female,Paleo,"Shellfish, Soy, None"
2580,Child,Other,Keto,"Eggs, Nuts, None"
2581,Child,Female,Paleo,Eggs
2582,Adult,Male,Keto,Gluten
2583,Senior,Female,Dairy-Free,"Nuts, Eggs"
2584,Senior,Female,Vegan,"Shellfish, None"
2585,Adult,Female,Vegetarian,Eggs
2586,Teen,Female,Keto,"Shellfish, None"
2587,Child,Female,Paleo,Shellfish
2588,Child,Other,Dairy-Free,
2589,Teen,Male,Vegetarian,"Soy, Gluten, None"
2590,Senior,Female,Keto,"Soy, Dairy"
2591,Teen,Female,Paleo,"Soy, Nuts"
2592,Senior,Female,Vegetarian,"Dairy, Gluten, Eggs"
2593,Teen,Male,Vegetarian,
2594,Teen,Other,Keto,
2595,Adult,Male,Non-Vegetarian,"Shellfish, Soy, Eggs"
2596,Child,Other,Dairy-Free,"Shellfish, Gluten"
2597,Senior,Other,Non-Vegetarian,"None, Dairy"
2598,Senior,Female,Paleo,Dairy
2599,Senior,Female,Non-Vegetarian,
2600,Child,Female,Keto,"Eggs, Gluten"
2601,Child,Male,Dairy-Free,"Eggs, Nuts"
2602,Senior,Female,Vegetarian,"Shellfish, Nuts, Eggs"
2603,Teen,Female,Vegan,Nuts
2604,Senior,Other,Keto,"Soy, Eggs"
2605,Child,Other,Vegetarian,"Soy, Gluten"
2606,Senior,Other,Keto,"None, Eggs"
2607,Adult,Male,Vegetarian,"Gluten, Eggs, Dairy"
2608,Teen,Female,Vegetarian,Shellfish
2609,Adult,Other,Gluten-Free,
2610,Teen,Male,Non-Vegetarian,Gluten
2611,Senior,Other,Keto,"None, Dairy"
2612,Child,Female,Dairy-Free,"None, Shellfish, Gluten"
2613,Senior,Other,Vegetarian,
2614,Child,Male,Gluten-Free,
2615,Teen,Other,Dairy-Free,"Eggs, None"
2616,Teen,Other,Paleo,
2617,Child,Female,Dairy-Free,Dairy
2618,Senior,Female,Vegetarian,"None, Soy"
2619,Child,Male,Gluten-Free,None
2620,Adult,Female,Gluten-Free,"Shellfish, Dairy, Gluten"
2621,Adult,Female,Vegan,Eggs
2622,Adult,Female,Vegan,Gluten
2623,Child,Male,Non-Vegetarian,
2624,Adult,Male,Keto,
2625,Adult,Female,Vegetarian,None
2626,Child,Female,Dairy-Free,
2627,Senior,Male,Paleo,"Gluten, Eggs, Soy"
2628,Teen,Female,Vegetarian,"Dairy, Soy"
2629,Adult,Male,Vegetarian,"None, Dairy, Shellfish"
2630,Senior,Female,Keto,
2631,Senior,Male,Non-Vegetarian,"None, Gluten"
2632,Child,Female,Keto,Eggs
2633,Child,Other,Keto,"Nuts, Shellfish"
2634,Senior,Male,Non-Vegetarian,
2635,Teen,Other,Non-Vegetarian,"Dairy, Gluten, Eggs"
2636,Teen,Other,Gluten-Free,Soy
2637,Child,Female,Keto,"None, Shellfish, Nuts"
2638,Teen,Other,Paleo,"Gluten, None, Soy"
2639,Teen,Female,Gluten-Free,
2640,Teen,Female,Non-Vegetarian,
2641,Teen,Other,Paleo,
2642,Child,Female,Paleo,"Nuts, Shellfish, None"
2643,Senior,Male,Non-Vegetarian,Nuts
2644,Teen,Other,Vegetarian,"Soy, None, Nuts"
2645,Teen,Other,Non-Vegetarian,
2646,Adult,Male,Keto,
2647,Teen,Other,Gluten-Free,
2648,Child,Female,Vegetarian,Shellfish
2649,Child,Female,Paleo,"Soy, Eggs"
2650,Adult,Female,Non-Vegetarian,"Nuts, Shellfish"
2651,Child,Male,Vegetarian,
2652,Child,Other,Dairy-Free,Nuts
2653,Senior,Other,Dairy-Free,
2654,Child,Other,Keto,"Eggs, Soy"
2655,Adult,Male,Vegetarian,"None, Nuts"
2656,Senior,Other,Keto,"Nuts, Dairy, Eggs"
2657,Child,Other,Gluten-Free,"Shellfish, Gluten"
2658,Adult,Female,Non-Vegetarian,"Soy, Eggs, Dairy"
2659,Senior,Male,Vegan,"Eggs, Nuts, None"
2660,Teen,Female,Gluten-Free,"Gluten, Eggs, Soy"
2661,Adult,Other,Paleo,"Gluten, Dairy"
2662,Senior,Male,Paleo,"Shellfish, Dairy"
2663,Child,Other,Vegan,"Shellfish, Nuts"
2664,Senior,Other,Gluten-Free,None
2665,Child,Other,Paleo,Soy
2666,Adult,Other,Paleo,"Dairy, None"
2667,Teen,Female,Vegan,"Shellfish, Nuts, None"
2668,Senior,Female,Paleo,Gluten
2669,Child,Female,Gluten-Free,"Dairy, Soy"
2670,Child,Female,Paleo,"Gluten, Shellfish"
2671,Senior,Other,Gluten-Free,"None, Gluten"
2672,Teen,Other,Paleo,Gluten
2673,Adult,Male,Vegetarian,"Dairy, Eggs"
2674,Adult,Female,Paleo,"Soy, Gluten, Dairy"
2675,Senior,Other,Vegetarian,
2676,Teen,Female,Gluten-Free,Dairy
2677,Teen,Other,Dairy-Free,Nuts
2678,Adult,Other,Keto,"Gluten, Soy, Nuts"
2679,Senior,Female,Non-Vegetarian,
2680,Child,Female,Gluten-Free,Eggs
2681,Adult,Male,Non-Vegetarian,
2682,Teen,Male,Dairy-Free,Gluten
2683,Adult,Female,Vegan,Nuts
2684,Child,Male,Keto,"Nuts, None, Eggs"
2685,Adult,Male,Vegetarian,
2686,Child,Other,Dairy-Free,Shellfish
2687,Teen,Male,Vegan,Dairy
2688,Senior,Male,Vegetarian,
2689,Teen,Female,Non-Vegetarian,Eggs
2690,Senior,Other,Non-Vegetarian,Dairy
2691,Adult,Male,Paleo,
2692,Teen,Female,Keto,
2693,Senior,Female,Keto,"Shellfish, Nuts"
2694,Child,Other,Non-Vegetarian,"Eggs, Nuts, Shellfish"
2695,Senior,Male,Keto,Shellfish
2696,Senior,Other,Gluten-Free,"Soy, Nuts"
2697,Adult,Male,Vegan,"Nuts, Eggs, Shellfish"
2698,Adult,Male,Paleo,"Nuts, Soy, Gluten"
2699,Senior,Other,Dairy-Free,Gluten
2700,Adult,Female,Non-Vegetarian,"Nuts, Dairy, Eggs"
2701,Adult,Other,Paleo,
2702,Child,Other,Vegan,"None, Nuts, Dairy"
2703,Teen,Female,Non-Vegetarian,
2704,Teen,Other,Non-Vegetarian,"Soy, None"
2705,Adult,Female,Gluten-Free,Gluten
2706,Child,Female,Dairy-Free,
2707,Child,Female,Vegetarian,"Nuts, Dairy"
2708,Adult,Male,Keto,"Dairy, None, Eggs"
2709,Child,Male,Vegan,"Gluten, Shellfish"
2710,Child,Male,Paleo,
2711,Senior,Male,Non-Vegetarian,"Shellfish, Soy, Eggs"
2712,Child,Female,Vegetarian,
2713,Teen,Other,Non-Vegetarian,Shellfish
2714,Adult,Male,Vegan,"Nuts, None, Dairy"
2715,Senior,Other,Gluten-Free,"Eggs, Shellfish"
2716,Adult,Other,Vegetarian,"Gluten, Soy"
2717,Senior,Female,Vegan,"Gluten, Dairy, Nuts"
2718,Adult,Male,Paleo,
2719,Senior,Female,Dairy-Free,"Eggs, Nuts"
2720,Senior,Female,Paleo,Nuts
2721,Senior,Male,Paleo,
2722,Senior,Female,Gluten-Free,Dairy
2723,Senior,Other,Vegetarian,"Eggs, Gluten"
2724,Child,Female,Dairy-Free,"Shellfish, Dairy"
2725,Child,Other,Vegan,
2726,Senior,Other,Dairy-Free,Eggs
2727,Teen,Other,Non-Vegetarian,"Dairy, Shellfish"
2728,Adult,Female,Vegetarian,"Eggs, Gluten, None"
2729,Child,Male,Gluten-Free,"None, Eggs, Nuts"
2730,Child,Male,Keto,Shellfish
2731,Child,Other,Non-Vegetarian,"Soy, Nuts"
2732,Senior,Female,Gluten-Free,Dairy
2733,Child,Other,Gluten-Free,Gluten
2734,Teen,Male,Keto,"Soy, Eggs"
2735,Child,Other,Paleo,"Shellfish, Soy, Eggs"
2736,Senior,Male,Non-Vegetarian,"None, Eggs, Soy"
2737,Child,Male,Keto,
2738,Senior,Male,Gluten-Free,"Shellfish, Nuts"
2739,Child,Male,Paleo,Gluten
2740,Adult,Other,Dairy-Free,"None, Soy"
2741,Senior,Other,Paleo,"Soy, Dairy"
2742,Teen,Male,Gluten-Free,"None, Shellfish, Soy"
2743,Adult,Male,Non-Vegetarian,
2744,Adult,Female,Dairy-Free,"Soy, Eggs"
2745,Child,Other,Paleo,"Soy, Nuts"
2746,Child,Female,Keto,Shellfish
2747,Senior,Female,Vegan,"Gluten, None"
2748,Teen,Male,Dairy-Free,Gluten
2749,Adult,Male,Paleo,"None, Eggs, Shellfish"
2750,Teen,Male,Non-Vegetarian,
2751,Child,Male,Non-Vegetarian,
2752,Senior,Other,Keto,"Eggs, Gluten, Soy"
2753,Teen,Other,Vegetarian,
2754,Senior,Male,Paleo,Gluten
2755,Teen,Other,Paleo,"Eggs, Gluten, Nuts"
2756,Child,Male,Paleo,"Dairy, Soy, Shellfish"
2757,Senior,Male,Non-Vegetarian,"None, Dairy, Nuts"
2758,Child,Female,Dairy-Free,
2759,Child,Male,Gluten-Free,"None, Gluten"
2760,Teen,Female,Paleo,Gluten
2761,Senior,Other,Paleo,"Shellfish, Gluten, Soy"
2762,Teen,Female,Gluten-Free,"Soy, Nuts"
2763,Senior,Male,Dairy-Free,
2764,Teen,Female,Vegetarian,"Nuts, Soy, Eggs"
2765,Teen,Female,Paleo,"Shellfish, Nuts"
2766,Child,Female,Keto,"Shellfish, Nuts, None"
2767,Adult,Other,Vegetarian,"Gluten, Eggs, Shellfish"
2768,Adult,Female,Dairy-Free,None
2769,Teen,Male,Dairy-Free,Dairy
2770,Child,Female,Gluten-Free,"Gluten, Dairy, Shellfish"
2771,Child,Other,Non-Vegetarian,Gluten
2772,Senior,Male,Gluten-Free,
2773,Teen,Male,Gluten-Free,
2774,Child,Other,Keto,"Eggs, Shellfish, Dairy"
2775,Adult,Male,Vegan,"Soy, Nuts, Dairy"
2776,Senior,Other,Vegan,"Nuts, Soy, Gluten"
2777,Senior,Other,Non-Vegetarian,"Eggs, Soy, Gluten"
2778,Teen,Other,Vegetarian,"Shellfish, Gluten"
2779,Adult,Female,Vegan,"Dairy, Soy, Shellfish"
2780,Child,Female,Paleo,"Dairy, None, Nuts"
2781,Teen,Female,Vegetarian,Dairy
2782,Teen,Male,Paleo,"None, Nuts, Dairy"
2783,Senior,Other,Gluten-Free,
2784,Teen,Other,Paleo,Eggs
2785,Child,Female,Vegetarian,
2786,Adult,Male,Keto,None
2787,Teen,Female,Dairy-Free,"Shellfish, Dairy"
2788,Adult,Male,Vegetarian,"Nuts, Soy, Shellfish"
2789,Teen,Female,Vegan,
2790,Senior,Male,Paleo,"Eggs, Soy"
2791,Teen,Female,Non-Vegetarian,Nuts
2792,Senior,Other,Vegan,"None, Shellfish"
2793,Teen,Other,Vegan,"Eggs, Nuts, None"
2794,Senior,Male,Non-Vegetarian,"Eggs, None, Gluten"
2795,Teen,Male,Keto,
2796,Adult,Other,Vegetarian,Eggs
2797,Teen,Female,Dairy-Free,"Gluten, None"
2798,Teen,Male,Vegan,Gluten
2799,Teen,Male,Gluten-Free,"Dairy, Soy, Nuts"
2800,Child,Female,Dairy-Free,"Shellfish, Eggs, Gluten"
2801,Teen,Other,Vegetarian,
2802,Teen,Female,Vegan,"Eggs, Nuts, Soy"
2803,Senior,Male,Vegetarian,
2804,Adult,Other,Dairy-Free,
2805,Senior,Other,Vegan,"Gluten, Shellfish"
2806,Senior,Other,Dairy-Free,"Nuts, Eggs"
2807,Senior,Female,Paleo,"None, Shellfish"
2808,Adult,Male,Non-Vegetarian,"None, Gluten"
2809,Adult,Male,Vegetarian,"Nuts, Eggs"
2810,Teen,Other,Vegetarian,"Soy, None, Nuts"
2811,Teen,Male,Vegan,
2812,Senior,Other,Vegan,
2813,Adult,Male,Vegan,"None, Shellfish, Soy"
2814,Senior,Other,Vegetarian,
2815,Adult,Other,Non-Vegetarian,"Gluten, Nuts, None"
2816,Adult,Other,Paleo,Gluten
2817,Senior,Other,Vegan,Dairy
2818,Teen,Other,Gluten-Free,Soy
2819,Child,Other,Vegan,"Shellfish, Nuts"
2820,Senior,Female,Vegetarian,None
2821,Adult,Female,Dairy-Free,Eggs
2822,Adult,Other,Paleo,
2823,Teen,Other,Non-Vegetarian,Eggs
2824,Senior,Female,Keto,"None, Gluten, Eggs"
2825,Adult,Male,Gluten-Free,
2826,Senior,Male,Non-Vegetarian,"None, Soy"
2827,Adult,Male,Paleo,Eggs
2828,Adult,Other,Non-Vegetarian,"Soy, None"
2829,Teen,Other,Paleo,
2830,Senior,Male,Vegetarian,Eggs
2831,Senior,Other,Gluten-Free,Eggs
2832,Senior,Female,Dairy-Free,
2833,Child,Female,Vegan,"Soy, Eggs"
2834,Teen,Other,Vegetarian,"Shellfish, Dairy"
2835,Adult,Female,Non-Vegetarian,None
2836,Teen,Female,Gluten-Free,
2837,Child,Male,Non-Vegetarian,
2838,Adult,Other,Paleo,Dairy
2839,Child,Other,Gluten-Free,"Nuts, Eggs, Dairy"
2840,Senior,Male,Vegetarian,"Shellfish, None, Eggs"
2841,Adult,Male,Vegan,Nuts
2842,Adult,Other,Vegetarian,
2843,Adult,Female,Paleo,
2844,Senior,Female,Paleo,"Dairy, Soy, None"
2845,Teen,Female,Non-Vegetarian,Eggs
2846,Child,Male,Paleo,Gluten
2847,Adult,Male,Vegetarian,
2848,Teen,Female,Dairy-Free,
2849,Adult,Male,Paleo,Shellfish
2850,Child,Other,Vegan,"None, Shellfish"
2851,Adult,Male,Dairy-Free,
2852,Adult,Male,Paleo,"Gluten, None"
2853,Teen,Female,Vegetarian,"Soy, Eggs, Shellfish"
2854,Adult,Female,Vegan,"None, Nuts, Soy"
2855,Child,Male,Gluten-Free,Nuts
2856,Teen,Other,Keto,"Dairy, Nuts, Eggs"
2857,Senior,Female,Gluten-Free,"Soy, Shellfish, Dairy"
2858,Adult,Male,Non-Vegetarian,Dairy
2859,Teen,Male,Non-Vegetarian,"Soy, Shellfish"
2860,Child,Female,Keto,"Eggs, Soy"
2861,Adult,Male,Paleo,Gluten
2862,Senior,Other,Gluten-Free,"Dairy, Nuts"
2863,Teen,Female,Keto,"Gluten, Eggs, Nuts"
2864,Senior,Female,Paleo,"Nuts, Gluten"
2865,Child,Male,Paleo,Dairy
2866,Child,Male,Vegetarian,"Soy, None"
2867,Child,Other,Dairy-Free,
2868,Adult,Other,Keto,"None, Shellfish, Soy"
2869,Senior,Other,Vegetarian,"None, Eggs"
2870,Child,Male,Vegetarian,"None, Dairy, Gluten"
2871,Senior,Other,Vegetarian,"Shellfish, Gluten"
2872,Adult,Female,Gluten-Free,Shellfish
2873,Teen,Female,Gluten-Free,"Gluten, Eggs, None"
2874,Adult,Male,Gluten-Free,"Nuts, Eggs"
2875,Adult,Female,Paleo,"None, Dairy, Soy"
2876,Child,Male,Vegetarian,"Dairy, Gluten"
2877,Adult,Female,Dairy-Free,Eggs
2878,Teen,Female,Non-Vegetarian,"Gluten, Dairy"
2879,Adult,Male,Keto,"Dairy, Soy"
2880,Senior,Other,Vegan,"Soy, Dairy, None"
2881,Senior,Other,Paleo,
2882,Teen,Female,Keto,"Gluten, Dairy"
2883,Senior,Female,Dairy-Free,"Soy, Eggs, Dairy"
2884,Adult,Other,Non-Vegetarian,"Soy, Nuts"
2885,Teen,Female,Dairy-Free,"Soy, None, Dairy"
2886,Adult,Female,Non-Vegetarian,"None, Soy"
2887,Adult,Female,Vegan,Eggs
2888,Child,Male,Paleo,"Nuts, Soy"
2889,Adult,Other,Paleo,Eggs
2890,Teen,Male,Dairy-Free,Shellfish
2891,Adult,Male,Keto,
2892,Teen,Female,Dairy-Free,
2893,Teen,Female,Paleo,"Dairy, Gluten, Eggs"
2894,Teen,Female,Vegetarian,"Shellfish, Eggs, Nuts"
2895,Child,Female,Vegan,"Nuts, Soy"
2896,Senior,Other,Vegetarian,"Eggs, Soy"
2897,Senior,Other,Dairy-Free,"Dairy, Shellfish, Nuts"
2898,Senior,Other,Vegetarian,
2899,Adult,Male,Vegetarian,"Soy, Eggs"
2900,Adult,Male,Keto,"Gluten, Eggs"
2901,Adult,Male,Gluten-Free,"Shellfish, Dairy, None"
2902,Child,Male,Keto,Nuts
2903,Child,Other,Paleo,Eggs
2904,Teen,Female,Keto,"Dairy, Eggs"
2905,Senior,Female,Gluten-Free,"Eggs, Nuts, None"
2906,Child,Female,Keto,"None, Dairy, Eggs"
2907,Child,Other,Vegetarian,"Dairy, Eggs"
2908,Adult,Other,Vegetarian,"Soy, Eggs, Shellfish"
2909,Teen,Female,Dairy-Free,"Gluten, Dairy"
2910,Teen,Female,Gluten-Free,"Dairy, Soy"
2911,Senior,Other,Vegetarian,"Dairy, Shellfish"
2912,Adult,Female,Gluten-Free,Gluten
2913,Senior,Other,Paleo,
2914,Teen,Male,Keto,Shellfish
2915,Adult,Male,Keto,Dairy
2916,Adult,Male,Vegetarian,"Soy, Dairy"
2917,Child,Male,Dairy-Free,"None, Eggs"
2918,Child,Other,Vegetarian,"Dairy, Soy"
2919,Teen,Female,Vegan,
2920,Child,Male,Non-Vegetarian,
2921,Child,Other,Paleo,"Eggs, Gluten"
2922,Adult,Female,Non-Vegetarian,"Gluten, None, Shellfish"
2923,Senior,Other,Gluten-Free,Dairy
2924,Adult,Female,Gluten-Free,Shellfish
2925,Adult,Other,Vegan,"Soy, None, Nuts"
2926,Teen,Other,Gluten-Free,"None, Soy"
2927,Teen,Other,Paleo,"Dairy, Shellfish, Eggs"
2928,Senior,Other,Non-Vegetarian,
2929,Senior,Female,Keto,
2930,Child,Female,Vegetarian,"Nuts, None"
2931,Senior,Male,Keto,
2932,Adult,Other,Paleo,Soy
2933,Child,Other,Non-Vegetarian,
2934,Adult,Female,Gluten-Free,Soy
2935,Child,Male,Keto,"Nuts, Dairy, Soy"
2936,Child,Other,Non-Vegetarian,"Eggs, None, Nuts"
2937,Senior,Female,Gluten-Free,"Gluten, Nuts, None"
2938,Teen,Male,Paleo,Nuts
2939,Teen,Other,Keto,"Eggs, Soy, Nuts"
2940,Teen,Other,Vegetarian,"None, Gluten, Soy"
2941,Senior,Male,Vegetarian,
2942,Teen,Female,Keto,"Nuts, Eggs, Gluten"
2943,Teen,Female,Vegan,"Dairy, Shellfish"
2944,Teen,Male,Paleo,
2945,Senior,Other,Non-Vegetarian,"Dairy, None"
2946,Child,Other,Vegetarian,
2947,Adult,Other,Keto,Eggs
2948,Adult,Male,Dairy-Free,"None, Shellfish, Nuts"
2949,Senior,Male,Vegetarian,Eggs
2950,Teen,Female,Vegetarian,"Nuts, None, Gluten"
2951,Adult,Male,Vegetarian,"Gluten, Dairy, Soy"
2952,Teen,Other,Non-Vegetarian,"Eggs, Soy"
2953,Teen,Female,Vegetarian,"Dairy, Nuts"
2954,Teen,Female,Vegetarian,"None, Soy, Nuts"
2955,Child,Male,Paleo,Nuts
2956,Senior,Male,Gluten-Free,
2957,Senior,Female,Gluten-Free,
2958,Teen,Female,Keto,"None, Soy, Dairy"
2959,Adult,Female,Vegan,
2960,Teen,Female,Vegan,"None, Eggs, Dairy"
2961,Teen,Other,Keto,Eggs
2962,Teen,Male,Gluten-Free,Shellfish
2963,Child,Male,Dairy-Free,"Shellfish, Nuts"
2964,Adult,Female,Dairy-Free,"None, Dairy, Gluten"
2965,Teen,Male,Paleo,
2966,Adult,Male,Dairy-Free,
2967,Adult,Female,Dairy-Free,"Eggs, None, Gluten"
2968,Teen,Male,Vegetarian,"Gluten, Shellfish, None"
2969,Child,Female,Paleo,"Eggs, None"
2970,Adult,Female,Vegan,
2971,Senior,Other,Non-Vegetarian,"Eggs, Nuts, Dairy"
2972,Child,Male,Vegan,Shellfish
2973,Teen,Female,Non-Vegetarian,
2974,Teen,Male,Keto,"Eggs, Gluten"
2975,Child,Female,Vegan,"Shellfish, Eggs"
2976,Child,Female,Gluten-Free,
2977,Adult,Other,Vegetarian,Dairy
2978,Adult,Female,Vegan,Soy
2979,Adult,Female,Vegan,Shellfish
2980,Adult,Male,Paleo,"Nuts, Eggs, Gluten"
2981,Teen,Male,Keto,"Gluten, Shellfish, None"
2982,Teen,Other,Vegan,"Soy, Eggs, Shellfish"
2983,Teen,Other,Gluten-Free,"Nuts, None, Gluten"
2984,Adult,Other,Vegetarian,"Dairy, None"
2985,Senior,Female,Non-Vegetarian,"Gluten, Soy, Eggs"
2986,Teen,Male,Vegetarian,"Eggs, None"
2987,Child,Other,Vegetarian,"Gluten, Eggs, Nuts"
2988,Senior,Other,Vegetarian,"None, Nuts"
2989,Senior,Male,Vegetarian,"None, Dairy"
2990,Child,Other,Dairy-Free,
2991,Teen,Other,Keto,Shellfish
2992,Senior,Female,Vegetarian,"Dairy, Shellfish"
2993,Senior,Female,Vegetarian,
2994,Adult,Other,Dairy-Free,Eggs
2995,Teen,Male,Gluten-Free,"Shellfish, Nuts"
2996,Teen,Other,Paleo,"Soy, None"
2997,Adult,Female,Keto,"Soy, None, Nuts"
2998,Child,Female,Paleo,"None, Gluten, Dairy"
2999,Senior,Other,Gluten-Free,
3000,Senior,Female,Dairy-Free,"Eggs, Shellfish"
3001,Teen,Other,Vegetarian,Dairy
3002,Adult,Male,Vegan,
3003,Adult,Female,Non-Vegetarian,"Shellfish, Gluten, Nuts"
3004,Child,Female,Keto,
3005,Child,Male,Gluten-Free,Eggs
3006,Teen,Male,Dairy-Free,"None, Gluten"
3007,Adult,Male,Vegan,
3008,Adult,Other,Vegetarian,
3009,Adult,Female,Keto,
3010,Senior,Male,Keto,Shellfish
3011,Adult,Female,Dairy-Free,"Soy, Eggs, Shellfish"
3012,Adult,Female,Gluten-Free,"Nuts, Dairy"
3013,Adult,Female,Dairy-Free,
3014,Child,Female,Gluten-Free,Soy
3015,Child,Other,Paleo,"Soy, Eggs"
3016,Adult,Male,Vegan,
3017,Teen,Female,Non-Vegetarian,Dairy
3018,Adult,Female,Dairy-Free,"None, Dairy"
3019,Adult,Other,Paleo,None
3020,Teen,Female,Non-Vegetarian,
3021,Adult,Male,Gluten-Free,"Nuts, Shellfish, Soy"
3022,Adult,Female,Vegetarian,
3023,Teen,Male,Non-Vegetarian,Soy
3024,Child,Male,Paleo,Soy
3025,Teen,Other,Vegan,Gluten
3026,Adult,Male,Vegetarian,
3027,Teen,Male,Keto,"None, Gluten"
3028,Teen,Female,Gluten-Free,Dairy
3029,Child,Female,Keto,"None, Shellfish"
3030,Senior,Other,Keto,
3031,Adult,Other,Non-Vegetarian,
3032,Senior,Male,Non-Vegetarian,"Nuts, Soy, Shellfish"
3033,Adult,Female,Paleo,"Soy, Nuts, Dairy"
3034,Senior,Male,Dairy-Free,"Nuts, Dairy, Gluten"
3035,Teen,Male,Vegetarian,Nuts
3036,Teen,Female,Dairy-Free,"None, Shellfish, Soy"
3037,Teen,Other,Non-Vegetarian,Eggs
3038,Adult,Male,Gluten-Free,"Shellfish, Dairy"
3039,Child,Other,Vegan,"Gluten, None"
3040,Senior,Female,Paleo,Gluten
3041,Child,Female,Keto,"Eggs, None"
3042,Senior,Other,Dairy-Free,"Gluten, None"
3043,Adult,Female,Paleo,Gluten
3044,Teen,Male,Dairy-Free,Soy
3045,Senior,Female,Paleo,
3046,Child,Female,Non-Vegetarian,"Soy, Shellfish, Gluten"
3047,Adult,Female,Vegetarian,None
3048,Child,Male,Keto,Gluten
3049,Child,Female,Non-Vegetarian,"Eggs, Soy"
3050,Teen,Female,Dairy-Free,"Dairy, None"
3051,Adult,Other,Paleo,Soy
3052,Teen,Other,Paleo,
3053,Senior,Male,Non-Vegetarian,"Gluten, None"
3054,Senior,Other,Keto,"Dairy, Nuts"
3055,Adult,Female,Dairy-Free,"None, Eggs, Gluten"
3056,Senior,Female,Vegan,Soy
3057,Teen,Other,Dairy-Free,Dairy
3058,Teen,Other,Keto,"Dairy, Gluten"
3059,Child,Male,Vegetarian,Eggs
3060,Child,Male,Vegetarian,"Nuts, Soy"
3061,Senior,Male,Paleo,"Eggs, Nuts, None"
3062,Teen,Other,Vegetarian,
3063,Child,Female,Dairy-Free,
3064,Senior,Other,Gluten-Free,None
3065,Adult,Male,Gluten-Free,"Nuts, Eggs"
3066,Teen,Male,Paleo,"Gluten, Nuts"
3067,Child,Other,Vegetarian,"Nuts, Dairy"
3068,Adult,Female,Keto,"Dairy, None"
3069,Senior,Other,Vegan,"Gluten, Dairy"
3070,Senior,Female,Non-Vegetarian,
3071,Senior,Male,Paleo,"Eggs, Soy"
3072,Senior,Other,Keto,Shellfish
3073,Child,Other,Gluten-Free,"Shellfish, Gluten, Nuts"
3074,Senior,Male,Vegetarian,Eggs
3075,Teen,Male,Keto,Gluten
3076,Child,Other,Dairy-Free,"None, Nuts, Shellfish"
3077,Child,Female,Non-Vegetarian,Shellfish
3078,Senior,Other,Keto,
3079,Child,Female,Vegetarian,
3080,Senior,Female,Gluten-Free,Gluten
3081,Teen,Male,Keto,"None, Shellfish"
3082,Senior,Other,Keto,Nuts
3083,Child,Other,Vegan,"None, Soy, Eggs"
3084,Child,Other,Dairy-Free,Soy
3085,Senior,Male,Dairy-Free,"Soy, Eggs"
3086,Child,Other,Keto,"Dairy, Nuts, Soy"
3087,Teen,Female,Dairy-Free,"Eggs, Soy"
3088,Child,Other,Dairy-Free,
3089,Adult,Male,Gluten-Free,"Gluten, None"
3090,Teen,Male,Keto,Gluten
3091,Child,Other,Non-Vegetarian,"Nuts, Eggs"
3092,Teen,Other,Keto,Eggs
3093,Teen,Male,Gluten-Free,
3094,Senior,Female,Vegetarian,"None, Gluten, Nuts"
3095,Adult,Other,Vegetarian,
3096,Senior,Other,Non-Vegetarian,
3097,Senior,Male,Paleo,"Dairy, Gluten"
3098,Senior,Other,Vegan,Nuts
3099,Adult,Other,Keto,Gluten
3100,Child,Other,Vegan,Nuts
3101,Child,Female,Vegetarian,Eggs
3102,Adult,Male,Non-Vegetarian,
3103,Child,Male,Paleo,None
