User_ID,Weather_Type,Spice_Preference,Sugar_Preference,Meal_Type,Recent_Dislikes
2507,Humid,6,10,Lunch,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Easy Vegetable Fried Rice, Satay Beef Balls, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Mediterranean Herb Dip"
2507,Windy,4,1,Dinner,Creamy Mushroom Soup ~ with a “Kick”
2508,Cold,5,5,Lunch,Spicy Coconut French Toast
2508,Hot,3,4,Lunch,"Quick Chicken Enchilada Soup, Classic Buttermilk Pie, Chocolate Mousse in Chocolate Shell, Brussels Sprout Carbonara with Fettuccini"
2508,Rainy,3,4,Lunch,Upside-Down Blueberry Puffs Brunch
2508,Humid,3,2,Dinner,
2508,Windy,1,4,Dinner,"Butterscotch Pie, Healthy Vegan Red Velvet Brownies"
2509,Cold,6,9,Dinner,"Black Bean Garlic Shrimp Scramble, Tuna Stuffed Hard-Boiled Eggs"
2509,Hot,9,0,Lunch,"Easy Shepherd's Pie (Beef And/or Lamb Combo), Black Bean Garlic Shrimp Scramble, Lamb In Red Mole Sauce, Amaretto Almond Cookies"
2509,Rainy,8,3,Lunch,"Pork schnitzel with tarragon cream sauce, Cheese Pork Chops, Soy Ginger Glazed Halibut with Ginger Peach Relish"
2509,Humid,5,10,Lunch,"Chimichurri, Lemon Delicious, HomeMade Hashbrowns with Spinach and Carrots, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
2509,Windy,9,6,Lunch,Butterscotch Pie
2510,Cold,2,8,Breakfast,
2510,Hot,10,4,Lunch,Braised Chicken with Artichoke Hearts & Olives
2510,Rainy,1,1,Lunch,
2510,Humid,0,5,Lunch,"Almond Rainbow Cake, Alouette Chicken Paprika, Pork schnitzel with tarragon cream sauce, Avocado Chicken Salad, Naturally Sweet Apple Turnovers"
2510,Windy,5,4,Breakfast,"Satay Beef Balls, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Soy Ginger Glazed Halibut with Ginger Peach Relish, Coconut Cream Pie Vegan Milkshake"
2511,Cold,4,10,Dinner,"Minestrone, Pork schnitzel with tarragon cream sauce, Gluten Free Dairy Free Buttermilk Biscuits, Healthy Vegan Red Velvet Brownies"
2511,Hot,10,4,Dinner,"Vanilla Bean Melting Moment Cookies With Caramel Filling, Yoghurt Honey Madeleines, Dak Bulgogi - Korean BBQ Chicken, Spare Ribs, How to Make the Ultimate Christmas Fruit Pizza"
2511,Rainy,1,0,Dinner,Gluten Free Dairy Free Buttermilk Biscuits
2511,Humid,10,3,Dinner,"Tru Chocolate Martini, Dad’s Breakfast Polenta"
2511,Windy,2,0,Dinner,
2512,Cold,6,5,Breakfast,"Beef With Oranges and Spices, Baked Ziti Or Rigatoni, White Chocolate Cherry Hand Pies, Dairy Free Chicken Salad"
2512,Hot,10,10,Lunch,"Oven-Baked Feta Cheese Dip, Chapchae (Korean Stir-Fried Noodles), Baked Sirloin Steak, Delicious Rhubarb Custard Pie"
2512,Rainy,6,6,Lunch,"Easy Gluten Free Vegetarian Pasta Salad, Chicken and White Bean Chili, Classic Buttermilk Pie, Delicious Rhubarb Custard Pie"
2512,Humid,2,5,Breakfast,"Minestrone, How to Make the Ultimate Christmas Fruit Pizza, Korean Beef Rice Bowl"
2512,Windy,5,0,Lunch,"Easy Gluten Free Vegetarian Pasta Salad, Cajun Potato Wedges, Classic Buttermilk Pie, Soy Ginger Glazed Halibut with Ginger Peach Relish"
2513,Cold,8,1,Lunch,
2513,Hot,9,2,Dinner,"Healthy Orange Chicken, Tortellini In Brodo, Tomato and Eggplant Caponata, Mediterranean Herb Dip"
2513,Rainy,5,10,Breakfast,Sugar Cookies
2513,Humid,10,8,Breakfast,
2513,Windy,8,10,Breakfast,Tortellini In Brodo
2514,Cold,0,9,Breakfast,
2514,Hot,0,3,Dinner,
2514,Rainy,2,7,Lunch,"South Carolina Style Pulled Pork, Green Tea Fruit Medley Smoothie, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Honeyed Bacon"" Baklava"
2514,Humid,7,3,Dinner,"Quick Chicken Enchilada Soup, Dak Bulgogi - Korean BBQ Chicken"
2514,Windy,4,3,Dinner,"Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Pasta With Salmon Cream Sauce, Quick Chicken Enchilada Soup"
2515,Cold,9,0,Dinner,"Baked Ziti Or Rigatoni, Tru Chocolate Martini, Alouette Chicken Paprika, Butterscotch Pie, Creamy Mushroom Soup ~ with a “Kick”"
2515,Hot,9,10,Lunch,"Cajun Seafood and Andouille Sausage Gumbo, Sugar Cookies, How to Make the Best Crock Pot Roast, Pasta with Raw Tomato & Lemon Infused Olive Oil"
2515,Rainy,8,6,Breakfast,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, How to Make the Best Crock Pot Roast, Korean Beef Rice Bowl, Ground Turkey Stuffed Peppers, Green Tea Fruit Medley Smoothie"
2515,Humid,7,8,Breakfast,A Refreshing Drink To Welcome You All
2515,Windy,4,3,Dinner,"Raspberry Cheesecake Bars By Mommie Cooks, Easy Gluten Free Vegetarian Pasta Salad, Roasted Asparagus With Bacon and Feta Cheese"
2516,Cold,0,5,Breakfast,"Honeyed Bacon"" Baklava, Healthy Vegan Red Velvet Brownies, Alouette Chicken Paprika, How to Make the Ultimate Christmas Fruit Pizza"
2516,Hot,7,1,Breakfast,"Quick Chicken Enchilada Soup, Lamb In Red Mole Sauce, The Pearhattan Cocktail, Honeyed Bacon"" Baklava"
2516,Rainy,2,5,Breakfast,My Asian Fried Fish Fillet
2516,Humid,6,1,Lunch,
2516,Windy,6,5,Dinner,"Loquat Pie, Easy Shepherd's Pie (Beef And/or Lamb Combo), Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Carrot and Coriander Soup"
2517,Cold,4,6,Dinner,"Pasta with Raw Tomato & Lemon Infused Olive Oil, Healthy Mint Brownies, Chicken and White Bean Chili"
2517,Hot,0,2,Breakfast,"Crockpot Chicken and Dumplings, Shrimp and Lemongrass Soup, Dak Bulgogi - Korean BBQ Chicken, Pork schnitzel with tarragon cream sauce, White Chocolate Cherry Hand Pies"
2517,Rainy,6,10,Lunch,"Almond Rainbow Cake, Avocado Chicken Salad, Wholemeal Steam Bun, Raspberry Cheesecake Bars By Mommie Cooks"
2517,Humid,4,3,Breakfast,"Delicious Sausage & Peppers, Minestrone, Almond Rainbow Cake"
2517,Windy,0,10,Breakfast,
2518,Cold,7,1,Dinner,"Almond Rainbow Cake, Oven-Baked Feta Cheese Dip, Fried String Cheese Sticks, Frittata with Mushrooms, Thyme, and Parmigiano Cheese"
2518,Hot,10,8,Dinner,"Delicious Sausage & Peppers, Gluten Free Dairy Free Buttermilk Biscuits, Green Tea Fruit Medley Smoothie, Tru Chocolate Martini"
2518,Rainy,1,4,Lunch,"White Chocolate Raspberry Brie Cups, Easy Gluten Free Vegetarian Pasta Salad"
2518,Humid,5,0,Dinner,"Pork schnitzel with tarragon cream sauce, Fried String Cheese Sticks, Healthy Orange Chicken, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Dad’s Breakfast Polenta"
2518,Windy,4,2,Breakfast,"Sugar Cookies, Korean Beef Rice Bowl, Healthy Mint Brownies, Spare Ribs"
2519,Cold,0,4,Breakfast,
2519,Hot,0,3,Lunch,
2519,Rainy,1,6,Dinner,
2519,Humid,5,3,Dinner,"Wholemeal Steam Bun, Fried String Cheese Sticks, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center"
2519,Windy,7,9,Breakfast,"Delicious Rhubarb Custard Pie, How to Make the Best Crock Pot Roast"
2520,Cold,1,6,Breakfast,
2520,Hot,0,7,Breakfast,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Pasta With Salmon Cream Sauce, Satay Beef Balls"
2520,Rainy,2,5,Breakfast,Avocado Chicken Salad
2520,Humid,4,9,Lunch,
2520,Windy,8,5,Dinner,Lemon Delicious
2521,Cold,10,0,Lunch,
2521,Hot,2,6,Lunch,Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)
2521,Rainy,4,5,Lunch,South Carolina Style Pulled Pork
2521,Humid,8,10,Lunch,"Creamy Mushroom Soup ~ with a “Kick”, Soy Ginger Glazed Halibut with Ginger Peach Relish, Quick Chicken Enchilada Soup, Cajun Seafood and Andouille Sausage Gumbo"
2521,Windy,5,8,Breakfast,Fluffy frittata with spinach
2522,Cold,9,2,Lunch,
2522,Hot,0,9,Breakfast,"Roasted Asparagus With Bacon and Feta Cheese, Dutch Baby, Chocolatey Overnight Oats with Strawberries, Italian Beef Braciole, White Chocolate Cherry Hand Pies"
2522,Rainy,1,9,Lunch,Almond Rainbow Cake
2522,Humid,2,6,Dinner,"Tomato and Eggplant Caponata, Baked Honey Sriracha Chicken Wings, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Salmon with roasted vegetables, South Carolina Style Pulled Pork"
2522,Windy,0,2,Lunch,"Creamy Mushroom Soup ~ with a “Kick”, Healthy Mint Brownies"
2523,Cold,7,1,Lunch,"Fried String Cheese Sticks, Almond Rainbow Cake"
2523,Hot,8,10,Lunch,
2523,Rainy,0,2,Lunch,
2523,Humid,0,10,Lunch,"Black Bean Garlic Shrimp Scramble, Homemade Muesli Breakfast Cereal"
2523,Windy,4,6,Dinner,Gluten Free Dairy Free Buttermilk Biscuits
2524,Cold,2,0,Dinner,"Cheesy Chicken and Rice Casserole, Baked Honey Sriracha Chicken Wings, Ground Turkey Stuffed Peppers, Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
2524,Hot,5,2,Breakfast,"Smooth Bloody Mary, Honeyed Bacon"" Baklava, Classic Buttermilk Pie, Homemade Muesli Breakfast Cereal, Chocolatey Overnight Oats with Strawberries"
2524,Rainy,9,6,Breakfast,"Dutch Baby, Wholemeal Steam Bun"
2524,Humid,8,7,Dinner,"Naturally Sweet Apple Turnovers, Blueberry Basil Galette, South Carolina Style Pulled Pork, Chapchae (Korean Stir-Fried Noodles), Easy Gluten Free Vegetarian Pasta Salad"
2524,Windy,5,8,Breakfast,Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)
2525,Cold,4,4,Dinner,Easy Gluten Free Vegetarian Pasta Salad
2525,Hot,0,5,Lunch,"Blueberry Basil Galette, Lemon Delicious, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, South Carolina Style Pulled Pork, Authentic Italian Biscotti"
2525,Rainy,0,6,Dinner,
2525,Humid,9,0,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Tuna Stuffed Hard-Boiled Eggs, Easy Gluten Free Vegetarian Pasta Salad"
2525,Windy,8,6,Dinner,Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)
2526,Cold,1,3,Lunch,"Shrimp and Lemongrass Soup, Easy Pork Chops on Stuffing"
2526,Hot,9,9,Breakfast,"Moosewood Lentil Soup, Chocoholic's Deep Dark Dream Chiffon Cake, Dutch Baby, Classic Buttermilk Pie"
2526,Rainy,2,7,Dinner,"Ground Turkey Stuffed Peppers, Carrot and Coriander Soup"
2526,Humid,0,6,Lunch,Pasta with Raw Tomato & Lemon Infused Olive Oil
2526,Windy,3,2,Breakfast,"Almond Rainbow Cake, Cheesy Chicken and Rice Casserole, Minestrone Soup, Butterscotch Pie"
2527,Cold,10,4,Breakfast,"Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Butterscotch Pie, Green Tea Fruit Medley Smoothie"
2527,Hot,7,4,Dinner,"Tuna Stuffed Hard-Boiled Eggs, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
2527,Rainy,9,5,Breakfast,Upside-Down Blueberry Puffs Brunch
2527,Humid,2,4,Dinner,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Alouette Chicken Paprika, Moosewood Lentil Soup, Minestrone"
2527,Windy,4,3,Breakfast,"Tomato and Bacon Pizza With Rice Crust, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Chimichurri, Naturally Sweet Apple Turnovers"
2528,Cold,10,9,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Brussels Sprout Carbonara with Fettuccini, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Easy Pork Chops on Stuffing"
2528,Hot,5,3,Lunch,Tomato and lentil soup
2528,Rainy,2,3,Breakfast,
2528,Humid,8,7,Breakfast,
2528,Windy,2,10,Breakfast,"Wholemeal Steam Bun, Chimichurri, Butterscotch Pie"
2529,Cold,4,5,Lunch,"Crockpot Chicken and Dumplings, Tomato and Bacon Pizza With Rice Crust, How to Make the Best Crock Pot Roast, My Asian Fried Fish Fillet"
2529,Hot,3,3,Breakfast,
2529,Rainy,4,1,Dinner,"Royal Wedding Pear and Coriander Scones, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Chimichurri, Cajun Potato Wedges, Ground Turkey Stuffed Peppers"
2529,Humid,7,3,Breakfast,Cheese Pork Chops
2529,Windy,10,3,Dinner,"How to Make the Best Crock Pot Roast, Cuban Flank Steak With Avocado and Tomato Salad, Avocado and Orange Salad With Orange-Ginger Dressing, My Asian Fried Fish Fillet, Italian Beef Braciole"
2530,Cold,2,9,Breakfast,"Cajun Shrimp Chowder, Tomato and lentil soup, Fried String Cheese Sticks, Authentic Italian Biscotti, South Carolina Style Pulled Pork"
2530,Hot,7,1,Dinner,
2530,Rainy,7,8,Dinner,"Easy Vegetable Fried Rice, South Carolina Style Pulled Pork, Quick Chicken Enchilada Soup, Roasted Beet and Radicchio Salad"
2530,Humid,2,2,Lunch,
2530,Windy,1,5,Dinner,"Dad’s Breakfast Polenta, Zucchini Flutes Piped With Basil Ricotta Mousse"
2531,Cold,10,10,Lunch,"Classic Buttermilk Pie, Lemon Delicious, Lamb In Red Mole Sauce"
2531,Hot,3,5,Dinner,"Cheese Pork Chops, Delicious Rhubarb Custard Pie, Tomato and Bacon Pizza With Rice Crust"
2531,Rainy,8,6,Breakfast,"Korean Beef Rice Bowl, The Pearhattan Cocktail, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
2531,Humid,6,9,Dinner,"Roasted Asparagus With Bacon and Feta Cheese, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
2531,Windy,8,9,Dinner,
2532,Cold,4,4,Dinner,"Yoghurt Honey Madeleines, Minestrone Soup"
2532,Hot,7,1,Breakfast,"Avocado and Orange Salad With Orange-Ginger Dressing, Pasta with Raw Tomato & Lemon Infused Olive Oil, Pork schnitzel with tarragon cream sauce"
2532,Rainy,1,10,Breakfast,"Jalapeno Cheese Quick Bread, Coconut Cream Pie Vegan Milkshake, Lamb In Red Mole Sauce, Cheesy Chicken Enchilada Quinoa Casserole, Nutella Buttercream Cupcakes with Hidden Cadbury Egg"
2532,Humid,0,1,Dinner,Mediterranean Herb Dip
2532,Windy,7,10,Lunch,"HomeMade Hashbrowns with Spinach and Carrots, Soy Ginger Glazed Halibut with Ginger Peach Relish, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Creamy Mushroom Soup ~ with a “Kick”"
2533,Cold,1,7,Lunch,"Pasta With Salmon Cream Sauce, Carrot and Coriander Soup"
2533,Hot,8,3,Dinner,"Lemon Delicious, Fried String Cheese Sticks, Soy Ginger Glazed Halibut with Ginger Peach Relish, Smooth Bloody Mary, Avocado and Orange Salad With Orange-Ginger Dressing"
2533,Rainy,4,0,Breakfast,"Fluffy frittata with spinach, Steamed Artichokes With Roasted Red Pepper Aioli, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Chimichurri"
2533,Humid,6,9,Dinner,"Coconut Cream Pie Vegan Milkshake, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Cajun Potato Wedges"
2533,Windy,1,3,Lunch,"HomeMade Hashbrowns with Spinach and Carrots, Roasted Asparagus With Bacon and Feta Cheese"
2534,Cold,3,0,Breakfast,
2534,Hot,5,8,Breakfast,Almond Rainbow Cake
2534,Rainy,5,1,Dinner,"Easy Pork Chops on Stuffing, Mediterranean Herb Dip, Upside-Down Blueberry Puffs Brunch"
2534,Humid,7,8,Lunch,"Chicken Farfalle with Low-Fat Alfredo Sauce, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Cheesy Chicken Enchilada Quinoa Casserole, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
2534,Windy,9,10,Lunch,"Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Pasta With Salmon Cream Sauce, Brussels Sprout Carbonara with Fettuccini, Cajun Seafood and Andouille Sausage Gumbo, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)"
2535,Cold,5,2,Dinner,"Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
2535,Hot,6,7,Dinner,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Shrimp and Lemongrass Soup, Chicken and White Bean Chili, HomeMade Hashbrowns with Spinach and Carrots"
2535,Rainy,5,0,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), One Bowl Jalapeno Cheddar Cornbread, Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Oven-Baked Feta Cheese Dip"
2535,Humid,0,9,Dinner,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Dairy Free Chicken Salad, Spring Greens With Pears, Sugared Walnuts & Gorgonzola, Shrimp and Lemongrass Soup"
2535,Windy,3,6,Lunch,"Roasted Asparagus With Bacon and Feta Cheese, Shrimp and Lemongrass Soup"
2536,Cold,1,6,Dinner,"Honeyed Bacon"" Baklava, Upside-Down Blueberry Puffs Brunch"
2536,Hot,6,9,Dinner,"Oven-Baked Feta Cheese Dip, Chicken Farfalle with Low-Fat Alfredo Sauce, Yoghurt Honey Madeleines, Spare Ribs, Homemade Muesli Breakfast Cereal"
2536,Rainy,2,0,Dinner,"Butterscotch Pie, Korean Beef Rice Bowl, Pasta With Salmon Cream Sauce, A Refreshing Drink To Welcome You All"
2536,Humid,8,4,Lunch,"Cheesy Chicken Enchilada Quinoa Casserole, Shrimp & Crab Egg Rolls"
2536,Windy,4,6,Lunch,Loquat Pie
2537,Cold,2,1,Dinner,Soy Ginger Glazed Halibut with Ginger Peach Relish
2537,Hot,3,10,Dinner,"Cajun Potato Wedges, Avocado and Orange Salad With Orange-Ginger Dressing, Healthy Orange Chicken, Almond Rainbow Cake, Authentic Italian Biscotti"
2537,Rainy,4,5,Lunch,"Oven-Baked Feta Cheese Dip, One Bowl Jalapeno Cheddar Cornbread, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Coconut Cream Pie Vegan Milkshake"
2537,Humid,8,6,Lunch,"Chocolate Mousse in Chocolate Shell, Green Tea Fruit Medley Smoothie, Tomato and Eggplant Caponata, Jalapeno Cheese Quick Bread, Tru Chocolate Martini"
2537,Windy,7,9,Dinner,"My Asian Fried Fish Fillet, Wholemeal Steam Bun, Chocolate Mousse in Chocolate Shell"
2538,Cold,2,5,Lunch,"Italian Beef Braciole, Baked Honey Sriracha Chicken Wings, Wholemeal Steam Bun, Upside-Down Blueberry Puffs Brunch, Pasta With Salmon Cream Sauce"
2538,Hot,1,3,Breakfast,"Avocado and Orange Salad With Orange-Ginger Dressing, Sweet Potato, Kale & White Bean Soup, Pasta With Salmon Cream Sauce, Dairy Free Chicken Salad, Naturally Sweet Apple Turnovers"
2538,Rainy,10,9,Lunch,Roasted Asparagus With Bacon and Feta Cheese
2538,Humid,1,2,Dinner,"Spare Ribs, Pasta with Raw Tomato & Lemon Infused Olive Oil, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Easy Gluten Free Vegetarian Pasta Salad"
2538,Windy,9,7,Dinner,"Tomato and Bacon Pizza With Rice Crust, Tomato and lentil soup, Pork schnitzel with tarragon cream sauce, Butterscotch Pie, White Chocolate Cherry Hand Pies"
2539,Cold,4,9,Lunch,"Butterscotch Pie, White Chocolate Cherry Hand Pies"
2539,Hot,2,8,Lunch,"Cheese Pork Chops, Healthy Orange Chicken, Cheesy Chicken Enchilada Quinoa Casserole, Dairy Free Chicken Salad, Shrimp and Lemongrass Soup"
2539,Rainy,3,6,Breakfast,
2539,Humid,8,3,Lunch,"Spicy Coconut French Toast, South Carolina Style Pulled Pork, Easy Shepherd's Pie (Beef And/or Lamb Combo), Baked Ziti Or Rigatoni"
2539,Windy,8,4,Dinner,Soy Ginger Glazed Halibut with Ginger Peach Relish
2540,Cold,10,5,Breakfast,"Healthy Orange Chicken, Crockpot Applesauce, Roasted Beet and Radicchio Salad"
2540,Hot,1,4,Dinner,"Lemon Delicious, Soy Ginger Glazed Halibut with Ginger Peach Relish, Upside-Down Blueberry Puffs Brunch, Baked Ziti Or Rigatoni"
2540,Rainy,9,1,Lunch,"Baked Honey Sriracha Chicken Wings, Blueberry Basil Galette"
2540,Humid,1,7,Lunch,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Vanilla Bean Melting Moment Cookies With Caramel Filling, My Asian Fried Fish Fillet"
2540,Windy,9,7,Breakfast,"Classic Buttermilk Pie, Moosewood Lentil Soup, Homemade Muesli Breakfast Cereal, Fried String Cheese Sticks, Pasta with Raw Tomato & Lemon Infused Olive Oil"
2541,Cold,0,8,Dinner,"Jalapeno Cheese Quick Bread, Baked Ziti Or Rigatoni, Strawberry-Mango Quinoa Salad, Roasted Asparagus With Bacon and Feta Cheese, Honeyed Bacon"" Baklava"
2541,Hot,1,1,Breakfast,"Classic Buttermilk Pie, Green Tea Fruit Medley Smoothie, Pork schnitzel with tarragon cream sauce, Cajun Potato Wedges, Shrimp & Crab Egg Rolls"
2541,Rainy,9,4,Dinner,"Avocado and Orange Salad With Orange-Ginger Dressing, Chocoholic's Deep Dark Dream Chiffon Cake, Sugar Cookies, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
2541,Humid,3,9,Lunch,"Nutella Buttercream Cupcakes with Hidden Cadbury Egg, Salmon with roasted vegetables, Easy Shepherd's Pie (Beef And/or Lamb Combo), Pasta With Salmon Cream Sauce"
2541,Windy,8,10,Lunch,"Yoghurt Honey Madeleines, Chocolate Mousse in Chocolate Shell, Pork schnitzel with tarragon cream sauce, My Asian Fried Fish Fillet, Baked Ziti Or Rigatoni"
2542,Cold,7,1,Dinner,"Classic Buttermilk Pie, Cheesy Chicken Enchilada Quinoa Casserole, Tortellini In Brodo, Delicious Sausage & Peppers, Alouette Chicken Paprika"
2542,Hot,10,6,Lunch,"Shrimp and Lemongrass Soup, Lamb In Red Mole Sauce, Oven-Baked Feta Cheese Dip, Avocado Chicken Salad, Strawberry-Mango Quinoa Salad"
2542,Rainy,7,6,Lunch,
2542,Humid,10,8,Lunch,"Coconut Cream Pie Vegan Milkshake, Dak Bulgogi - Korean BBQ Chicken, Classic Buttermilk Pie, Sugar Cookies"
2542,Windy,1,7,Dinner,Cajun Seafood and Andouille Sausage Gumbo
2543,Cold,6,10,Lunch,"Ground Turkey Stuffed Peppers, Dairy Free Chicken Salad, Moosewood Lentil Soup"
2543,Hot,4,10,Lunch,"Coconut Cream Pie Vegan Milkshake, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Lamb In Red Mole Sauce, Fluffy frittata with spinach, Royal Wedding Pear and Coriander Scones"
2543,Rainy,10,7,Dinner,Tomato and lentil soup
2543,Humid,0,5,Breakfast,"Minestrone Soup, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Minestrone, Chapchae (Korean Stir-Fried Noodles)"
2543,Windy,2,4,Lunch,"Tortellini In Brodo, Avocado and Orange Salad With Orange-Ginger Dressing, Tuna Stuffed Hard-Boiled Eggs, Coconut Cream Pie Vegan Milkshake"
2544,Cold,2,10,Dinner,"Minestrone Soup, Yoghurt Honey Madeleines, Butterscotch Pie, Korean Beef Rice Bowl, Amaretto Almond Cookies"
2544,Hot,3,0,Lunch,Creamy Mushroom Soup ~ with a “Kick”
2544,Rainy,6,0,Dinner,"Easy Vegetable Fried Rice, Carrot and Coriander Soup"
2544,Humid,3,9,Lunch,
2544,Windy,9,0,Dinner,
2545,Cold,0,10,Dinner,"Healthy Vegan Red Velvet Brownies, Chocoholic's Deep Dark Dream Chiffon Cake, Delicious Rhubarb Custard Pie, Dad’s Breakfast Polenta"
2545,Hot,9,9,Breakfast,"Loquat Pie, Easy Pork Chops on Stuffing"
2545,Rainy,2,0,Dinner,"Pasta With Salmon Cream Sauce, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Italian Beef Braciole"
2545,Humid,8,0,Breakfast,
2545,Windy,4,4,Breakfast,"A Refreshing Drink To Welcome You All, Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
2546,Cold,2,4,Breakfast,Warm Lemon Poppy Seed Cake With Chocolate Ganache Center
2546,Hot,7,8,Dinner,"Lamb In Red Mole Sauce, Cheese Pork Chops, Roasted Asparagus With Bacon and Feta Cheese, Zucchini Flutes Piped With Basil Ricotta Mousse"
2546,Rainy,3,10,Lunch,
2546,Humid,0,1,Lunch,"Shrimp & Crab Egg Rolls, Baked Ziti Or Rigatoni, Healthy Mint Brownies, Dad’s Breakfast Polenta"
2546,Windy,2,10,Breakfast,"Jalapeno Cheese Quick Bread, South Carolina Style Pulled Pork, Pasta With Salmon Cream Sauce, Roasted Asparagus With Bacon and Feta Cheese, Sweet Potato, Kale & White Bean Soup"
2547,Cold,2,1,Dinner,
2547,Hot,8,2,Dinner,"South Carolina Style Pulled Pork, Crockpot Applesauce, Pasta With Salmon Cream Sauce"
2547,Rainy,5,4,Lunch,"Moosewood Lentil Soup, Italian Beef Braciole, Cajun Potato Wedges"
2547,Humid,0,5,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Green Tea Fruit Medley Smoothie, Cajun Seafood and Andouille Sausage Gumbo, Healthy Mint Brownies"
2547,Windy,3,3,Breakfast,"Fluffy frittata with spinach, Oven-Baked Feta Cheese Dip, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Lamb In Red Mole Sauce"
2548,Cold,6,1,Dinner,"Lamb In Red Mole Sauce, Butterscotch Pie"
2548,Hot,9,1,Breakfast,"Creamy Mushroom Soup ~ with a “Kick”, South Carolina Style Pulled Pork, Shrimp and Lemongrass Soup, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Fluffy frittata with spinach"
2548,Rainy,0,6,Breakfast,Chicken and White Bean Chili
2548,Humid,7,8,Dinner,"Cajun Shrimp Chowder, Dairy Free Chicken Salad, Tortellini In Brodo"
2548,Windy,9,2,Breakfast,"Tomato and Eggplant Caponata, Healthy Vegan Red Velvet Brownies, Classic Buttermilk Pie, Cajun Potato Wedges, Butterscotch Pie"
2549,Cold,1,6,Dinner,
2549,Hot,3,3,Breakfast,"Tortellini In Brodo, Minestrone, White Chocolate Raspberry Brie Cups, Italian Beef Braciole, Smooth Bloody Mary"
2549,Rainy,4,0,Dinner,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Lemon Delicious, Pasta With Salmon Cream Sauce, Delicious Rhubarb Custard Pie"
2549,Humid,8,10,Dinner,Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)
2549,Windy,2,8,Dinner,
2550,Cold,3,0,Dinner,"Minestrone, Sugar Cookies, Chicken and White Bean Chili, Avocado and Orange Salad With Orange-Ginger Dressing, Cuban Flank Steak With Avocado and Tomato Salad"
